Time,acc_x,acc_y,acc_z,Pitch,Roll,Yaw
38.599998,0.000303,0.000233,0.000050,0.000104,0.001022,0.075808,
38.650002,0.000128,0.000179,0.000041,0.000107,0.000943,0.051326,
38.700001,0.000120,0.000059,0.000040,0.000100,0.000911,0.039974,
38.750000,0.000120,0.000067,0.000040,0.000081,0.000787,0.018410,
38.799999,0.000123,0.000065,0.000021,0.000072,0.000733,0.005135,
38.849998,0.000031,0.000028,0.000018,0.000071,0.000727,0.000052,
38.900002,0.000029,0.000014,0.000018,0.000076,0.000697,0.000030,
38.950001,0.000015,0.000014,0.000018,0.000070,0.000704,0.000028,
39.000000,0.000009,0.000013,0.000016,0.000066,0.000661,0.000027,
39.049999,0.000007,0.000004,0.000010,0.000055,0.000079,0.000027,
39.099998,0.000004,0.000003,0.000006,0.000053,0.000091,0.000015,
39.150002,0.000004,0.000003,0.000006,0.000051,0.000032,0.000013,
39.200001,0.000003,0.000003,0.000006,0.000056,0.000032,0.000016,
39.250000,0.000003,0.000002,0.000005,0.000054,0.000038,0.000016,
39.299999,0.000003,0.000002,0.000005,0.000054,0.000043,0.000016,
39.349998,0.000003,0.000002,0.000005,0.000052,0.000043,0.000018,
39.400002,0.000004,0.000003,0.000006,0.000067,0.000029,0.000018,
39.450001,0.000003,0.000003,0.000006,0.000069,0.000029,0.000016,
39.500000,0.000004,0.000003,0.000008,0.000065,0.000026,0.000016,
39.549999,0.000005,0.000003,0.000005,0.000038,0.000021,0.000016,
39.599998,0.000006,0.000003,0.000005,0.000037,0.000014,0.000018,
39.650002,0.000008,0.000005,0.000005,0.000032,0.000015,0.000016,
39.700001,0.000008,0.000006,0.000005,0.000030,0.000013,0.000012,
39.750000,0.000008,0.000006,0.000006,0.000028,0.000011,0.000012,
39.799999,0.000008,0.000005,0.000007,0.000028,0.000009,0.000017,
39.849998,0.000009,0.000005,0.000009,0.000028,0.000009,0.000011,
39.900002,0.000008,0.000004,0.000006,0.000014,0.000012,0.000014,
39.950001,0.000007,0.000004,0.000004,0.000009,0.000013,0.000022,
40.000000,0.000007,0.000004,0.000004,0.000008,0.000012,0.000025,
40.049999,0.000005,0.000003,0.000003,0.000006,0.000015,0.000026,
40.099998,0.000005,0.000003,0.000003,0.000005,0.000018,0.000021,
40.150002,0.000003,0.000001,0.000006,0.000005,0.000019,0.000027,
40.200001,0.000004,0.000002,0.000006,0.000007,0.000023,0.000027,
40.250000,0.000004,0.000002,0.000006,0.000007,0.000017,0.000028,
40.299999,0.000005,0.000002,0.000007,0.000007,0.000020,0.000022,
40.349998,0.000003,0.000002,0.000005,0.000006,0.000020,0.000020,
40.400002,0.000005,0.000002,0.000005,0.000008,0.000017,0.000018,
40.450001,0.000005,0.000003,0.000006,0.000008,0.000018,0.000016,
40.500000,0.000005,0.000003,0.000006,0.000009,0.000020,0.000013,
40.549999,0.000005,0.000002,0.000006,0.000007,0.000023,0.000012,
40.599998,0.000006,0.000005,0.000006,0.000007,0.000018,0.000016,
40.650002,0.000008,0.000005,0.000004,0.000016,0.000019,0.000009,
40.700001,0.000007,0.000004,0.000003,0.000018,0.000016,0.000011,
40.750000,0.000007,0.000004,0.000003,0.000017,0.000016,0.000012,
40.799999,0.000005,0.000004,0.000002,0.000017,0.000015,0.000020,
40.849998,0.000005,0.000004,0.000003,0.000022,0.000019,0.000026,
40.900002,0.000005,0.000005,0.000003,0.000019,0.000018,0.000026,
40.950001,0.000005,0.000004,0.000002,0.000019,0.000015,0.000024,
41.000000,0.000005,0.000004,0.000005,0.000022,0.000015,0.000028,
41.049999,0.000005,0.000004,0.000006,0.000021,0.000016,0.000029,
41.099998,0.000006,0.000002,0.000006,0.000022,0.000017,0.000029,
41.150002,0.000004,0.000002,0.000007,0.000023,0.000017,0.000029,
41.200001,0.000004,0.000002,0.000007,0.000021,0.000017,0.000029,
41.250000,0.000003,0.000003,0.000007,0.000023,0.000022,0.000028,
41.299999,0.000003,0.000003,0.000007,0.000022,0.000024,0.000018,
41.349998,0.000004,0.000003,0.000013,0.000016,0.000028,0.000013,
41.400002,0.000003,0.000002,0.000013,0.000015,0.000029,0.000013,
41.450001,0.000002,0.000004,0.000013,0.000014,0.000032,0.000013,
41.500000,0.000002,0.000004,0.000011,0.000012,0.000038,0.000004,
41.549999,0.000002,0.000003,0.000011,0.000015,0.000041,0.000009,
41.599998,0.000002,0.000004,0.000010,0.000012,0.000055,0.000009,
41.650002,0.000003,0.000004,0.000011,0.000006,0.000054,0.000009,
41.700001,0.000003,0.000005,0.000011,0.000007,0.000049,0.000009,
41.750000,0.000003,0.000005,0.000011,0.000008,0.000051,0.000009,
41.799999,0.000003,0.000005,0.000011,0.000008,0.000045,0.000009,
41.849998,0.000005,0.000004,0.000005,0.000008,0.000045,0.000009,
41.900002,0.000005,0.000004,0.000006,0.000008,0.000048,0.000009,
41.950001,0.000006,0.000002,0.000006,0.000008,0.000037,0.000010,
42.000000,0.000006,0.000002,0.000004,0.000018,0.000037,0.000009,
42.049999,0.000008,0.000003,0.000004,0.000027,0.000030,0.000005,
42.099998,0.000009,0.000002,0.000006,0.000028,0.000024,0.000005,
42.150002,0.000008,0.000002,0.000010,0.000047,0.000018,0.000005,
42.200001,0.000008,0.000002,0.000011,0.000047,0.000024,0.000007,
42.250000,0.000009,0.000002,0.000011,0.000037,0.000034,0.000008,
42.299999,0.000008,0.000002,0.000011,0.000031,0.000030,0.000012,
42.349998,0.000006,0.000002,0.000011,0.000028,0.000041,0.000012,
42.400002,0.000007,0.000002,0.000012,0.000034,0.000061,0.000011,
42.450001,0.000007,0.000008,0.000013,0.000046,0.000206,0.000011,
42.500000,0.000009,0.000008,0.000015,0.000194,0.000365,0.000043,
42.549999,0.000009,0.000016,0.000015,0.000368,0.000757,0.000055,
42.599998,0.000173,0.000028,0.000012,0.000582,0.001289,0.000104,
42.650002,0.000221,0.000055,0.000198,0.001700,0.002243,0.000135,
42.700001,0.000574,0.000219,0.000313,0.011793,0.009492,0.000451,
42.750000,0.000542,0.000725,0.000299,0.049244,0.011848,0.000451,
42.799999,0.000514,0.001455,0.000293,0.119179,0.011652,0.002308,
42.849998,0.000454,0.004040,0.000293,0.190469,0.010568,0.003883,
42.900002,0.000930,0.005948,0.000311,0.245363,0.008656,0.005235,
42.950001,0.000876,0.009490,0.000298,0.305253,0.008055,0.007456,
43.000000,0.002234,0.012653,0.001070,0.395413,0.011530,0.010656,
43.049999,0.002455,0.018686,0.003153,0.411027,0.012013,0.010734,
43.099998,0.002688,0.023489,0.005559,0.350253,0.011873,0.020877,
43.150002,0.002405,0.030190,0.010901,0.262149,0.011962,0.040603,
43.200001,0.002435,0.036126,0.014694,0.173827,0.009162,0.055528,
43.250000,0.002212,0.040433,0.021684,0.107750,0.008487,0.065374,
43.299999,0.001927,0.041413,0.028505,0.069403,0.009301,0.065075,
43.349998,0.001766,0.044146,0.035000,0.047074,0.008522,0.060531,
43.400002,0.002168,0.040177,0.040368,0.034709,0.012399,0.051819,
43.450001,0.002362,0.034578,0.042745,0.059254,0.015384,0.041071,
43.500000,0.001425,0.025308,0.038104,0.112028,0.028084,0.028116,
43.549999,0.000925,0.018306,0.034710,0.153651,0.030002,0.031947,
43.599998,0.000439,0.011842,0.032869,0.190355,0.030712,0.034352,
43.650002,0.000437,0.007178,0.025012,0.249770,0.028457,0.029630,
43.700001,0.000437,0.004156,0.019131,0.233351,0.028127,0.021392,
43.750000,0.000446,0.002030,0.013703,0.184158,0.022232,0.014255,
43.799999,0.000469,0.000855,0.010998,0.142438,0.012872,0.010529,
43.849998,0.000447,0.000502,0.008081,0.104720,0.007147,0.006589,
43.900002,0.000375,0.000307,0.007337,0.052787,0.007440,0.006268,
43.950001,0.000970,0.000207,0.011536,0.026143,0.007625,0.006335,
44.000000,0.000987,0.000141,0.011337,0.027703,0.001492,0.007679,
44.049999,0.000816,0.000119,0.010210,0.033894,0.001294,0.008157,
44.099998,0.000913,0.000127,0.011084,0.036752,0.001371,0.008569,
44.150002,0.000862,0.000101,0.006999,0.045378,0.001134,0.008253,
44.200001,0.000814,0.000097,0.006170,0.074716,0.001161,0.008045,
44.250000,0.000722,0.000080,0.003653,0.090908,0.000804,0.007248,
44.299999,0.000730,0.000080,0.003109,0.092414,0.000879,0.005680,
44.349998,0.000682,0.000070,0.001606,0.089247,0.000637,0.005380,
44.400002,0.000764,0.000069,0.000896,0.065694,0.000729,0.004153,
44.450001,0.000396,0.000070,0.000718,0.021965,0.000732,0.003327,
44.500000,0.000392,0.000069,0.000643,0.013396,0.000745,0.002295,
44.549999,0.000389,0.000068,0.000628,0.009892,0.000737,0.001150,
44.599998,0.000230,0.000031,0.000667,0.005997,0.000142,0.001134,
44.650002,0.000137,0.000026,0.000091,0.002879,0.000062,0.000831,
44.700001,0.000117,0.000027,0.000087,0.002146,0.000070,0.000829,
44.750000,0.000091,0.000022,0.000061,0.001242,0.000055,0.000872,
44.799999,0.000116,0.000021,0.000077,0.000525,0.000039,0.000884,
44.849998,0.000105,0.000020,0.000070,0.000544,0.000043,0.001034,
44.900002,0.000069,0.000014,0.000098,0.000400,0.000036,0.000847,
44.950001,0.000069,0.000017,0.000090,0.000367,0.000037,0.000711,
45.000000,0.000070,0.000017,0.000087,0.000409,0.000037,0.000579,
45.049999,0.000069,0.000017,0.000096,0.000612,0.000038,0.000588,
45.099998,0.000073,0.000017,0.000100,0.000670,0.000040,0.000437,
45.150002,0.000057,0.000016,0.000130,0.000628,0.000034,0.000406,
45.200001,0.000056,0.000015,0.000129,0.000970,0.000028,0.000392,
45.250000,0.000057,0.000014,0.000150,0.001101,0.000027,0.000297,
45.299999,0.000046,0.000014,0.000115,0.001024,0.000026,0.000225,
45.349998,0.000042,0.000015,0.000123,0.001537,0.000017,0.000111,
45.400002,0.000018,0.000015,0.000081,0.001526,0.000015,0.000192,
45.450001,0.000023,0.000014,0.000133,0.001564,0.000016,0.000175,
45.500000,0.000025,0.000015,0.000143,0.001609,0.000020,0.000169,
45.549999,0.000036,0.000013,0.000144,0.002112,0.000021,0.000180,
45.599998,0.000030,0.000008,0.000152,0.002516,0.000038,0.000194,
45.650002,0.000036,0.000011,0.000150,0.002512,0.000038,0.000192,
45.700001,0.000038,0.000009,0.000151,0.002296,0.000038,0.000193,
45.750000,0.000046,0.000009,0.000080,0.002056,0.000037,0.000203,
45.799999,0.000034,0.000011,0.000068,0.002261,0.000036,0.000213,
45.849998,0.000040,0.000010,0.000064,0.002788,0.000031,0.000281,
45.900002,0.000048,0.000015,0.000068,0.003071,0.000032,0.000176,
45.950001,0.000046,0.000016,0.000166,0.002931,0.000042,0.000127,
46.000000,0.000051,0.000016,0.000158,0.003024,0.000042,0.000165,
46.049999,0.000044,0.000016,0.000180,0.003315,0.000042,0.000168,
46.099998,0.000076,0.000015,0.000239,0.004435,0.000029,0.000179,
46.150002,0.000081,0.000016,0.000239,0.004532,0.000028,0.000337,
46.200001,0.000077,0.000015,0.000281,0.004737,0.000041,0.000342,
46.250000,0.000066,0.000015,0.000281,0.004574,0.000043,0.000346,
46.299999,0.000073,0.000017,0.000276,0.004536,0.000043,0.000357,
46.349998,0.000075,0.000016,0.000275,0.003718,0.000043,0.000326,
46.400002,0.000075,0.000014,0.000278,0.002504,0.000047,0.000338,
46.450001,0.000082,0.000013,0.000178,0.001541,0.000040,0.000376,
46.500000,0.000085,0.000012,0.000167,0.001561,0.000030,0.000260,
46.549999,0.000078,0.000013,0.000119,0.001547,0.000032,0.000273,
46.599998,0.000061,0.000014,0.000133,0.000828,0.000038,0.000248,
46.650002,0.000060,0.000014,0.000123,0.001070,0.000042,0.000206,
46.700001,0.000059,0.000014,0.000100,0.000815,0.000041,0.000227,
46.750000,0.000069,0.000014,0.000141,0.000920,0.000037,0.000271,
46.799999,0.000052,0.000014,0.000126,0.001116,0.000043,0.000222,
46.849998,0.000053,0.000016,0.000121,0.001160,0.000046,0.000233,
46.900002,0.000059,0.000016,0.000154,0.001409,0.000041,0.000214,
46.950001,0.000056,0.000016,0.000142,0.001434,0.000038,0.000214,
47.000000,0.000051,0.000016,0.000143,0.001322,0.000039,0.000209,
47.049999,0.000051,0.000015,0.000153,0.001221,0.000033,0.000180,
47.099998,0.000040,0.000014,0.000104,0.001262,0.000058,0.000143,
47.150002,0.000038,0.000013,0.000108,0.001115,0.000057,0.000121,
47.200001,0.000038,0.000013,0.000113,0.001404,0.000049,0.000114,
47.250000,0.000028,0.000012,0.000112,0.001565,0.000056,0.000082,
47.299999,0.000034,0.000011,0.000119,0.001355,0.000055,0.000079,
47.349998,0.000067,0.000012,0.000136,0.001743,0.000054,0.000218,
47.400002,0.000056,0.000011,0.000101,0.001348,0.000057,0.000228,
47.450001,0.000054,0.000011,0.000113,0.001388,0.000052,0.000189,
47.500000,0.000061,0.000011,0.000157,0.001375,0.000049,0.000241,
47.549999,0.000062,0.000012,0.000135,0.001438,0.000047,0.000245,
47.599998,0.000064,0.000012,0.000139,0.001428,0.000023,0.000249,
47.650002,0.000060,0.000012,0.000139,0.001820,0.000028,0.000382,
47.700001,0.000124,0.000015,0.000139,0.003071,0.000029,0.000370,
47.750000,0.000123,0.000016,0.000157,0.006790,0.000022,0.000713,
47.799999,0.000124,0.000014,0.000157,0.019300,0.000036,0.001123,
47.849998,0.000097,0.000017,0.000454,0.042818,0.000066,0.001043,
47.900002,0.000112,0.000032,0.001759,0.071486,0.000144,0.001049,
47.950001,0.000135,0.000044,0.003640,0.079930,0.000148,0.001067,
48.000000,0.000140,0.000051,0.004768,0.074795,0.000148,0.001287,
48.049999,0.000146,0.000090,0.006138,0.067817,0.000152,0.001863,
48.099998,0.000189,0.000128,0.007977,0.056802,0.000164,0.002348,
48.150002,0.000189,0.000208,0.008658,0.044222,0.000240,0.002222,
48.200001,0.000137,0.000457,0.010287,0.043253,0.000400,0.002203,
48.250000,0.000136,0.000797,0.011585,0.047854,0.002254,0.002007,
48.299999,0.000132,0.001356,0.011195,0.056515,0.002394,0.001511,
48.349998,0.000151,0.002079,0.013571,0.082967,0.003167,0.001511,
48.400002,0.000143,0.004075,0.018540,0.110898,0.003619,0.001848,
48.450001,0.000205,0.006570,0.023090,0.124516,0.003850,0.002100,
48.500000,0.000203,0.009754,0.027384,0.126422,0.004418,0.002146,
48.549999,0.000192,0.012928,0.029852,0.107004,0.005153,0.002942,
48.599998,0.000206,0.016652,0.033770,0.083481,0.005094,0.003216,
48.650002,0.000207,0.021865,0.033267,0.048113,0.004996,0.003330,
48.700001,0.000215,0.025781,0.031991,0.028876,0.004952,0.003853,
48.750000,0.000212,0.029345,0.029592,0.022196,0.003411,0.006059,
48.799999,0.000304,0.032291,0.024071,0.021085,0.003106,0.007363,
48.849998,0.000307,0.031483,0.019639,0.033670,0.001230,0.007455,
48.900002,0.000311,0.030292,0.014536,0.066003,0.001229,0.007802,
48.950001,0.000336,0.027588,0.009380,0.101568,0.001240,0.007762,
49.000000,0.000293,0.024875,0.005605,0.119421,0.001224,0.007718,
49.049999,0.000363,0.019565,0.002962,0.126247,0.001404,0.006061,
49.099998,0.000354,0.015019,0.001602,0.132642,0.001038,0.005136,
49.150002,0.000352,0.012276,0.000883,0.145886,0.001683,0.005073,
49.200001,0.000373,0.008705,0.000571,0.148291,0.001393,0.006152,
49.250000,0.001094,0.005832,0.000850,0.140165,0.005793,0.016849,
49.299999,0.000870,0.004254,0.000866,0.125414,0.005742,0.014521,
49.349998,0.000922,0.002682,0.000857,0.098379,0.005713,0.014616,
49.400002,0.000793,0.001541,0.000869,0.081506,0.005257,0.014749,
49.450001,0.000831,0.000715,0.000873,0.066140,0.005714,0.014770,
49.500000,0.000711,0.000451,0.000875,0.044992,0.006389,0.014319,
49.549999,0.000718,0.000114,0.000706,0.019364,0.007207,0.013940,
49.599998,0.000623,0.000051,0.000709,0.008267,0.007957,0.010469,
49.650002,0.000299,0.000053,0.000573,0.003579,0.007984,0.008045,
49.700001,0.000197,0.000055,0.000576,0.002603,0.007592,0.008026,
49.750000,0.000025,0.000016,0.000016,0.000380,0.000991,0.000505,
49.799999,0.000013,0.000014,0.000015,0.000308,0.000964,0.000419,
49.849998,0.000016,0.000002,0.000015,0.000246,0.000772,0.000357,
49.900002,0.000004,0.000002,0.000003,0.000030,0.000048,0.000025,
49.950001,0.000004,0.000001,0.000003,0.000025,0.000047,0.000022,
50.000000,0.000004,0.000002,0.000005,0.000027,0.000046,0.000021,
50.049999,0.000004,0.000002,0.000004,0.000030,0.000046,0.000028,
50.099998,0.000004,0.000002,0.000007,0.000021,0.000046,0.000027,
50.150002,0.000004,0.000002,0.000008,0.000022,0.000042,0.000029,
50.200001,0.000004,0.000002,0.000008,0.000021,0.000044,0.000018,
50.250000,0.000004,0.000001,0.000008,0.000025,0.000046,0.000016,
50.299999,0.000004,0.000002,0.000008,0.000011,0.000032,0.000015,
50.349998,0.000003,0.000002,0.000009,0.000011,0.000018,0.000013,
50.400002,0.000002,0.000002,0.000009,0.000008,0.000012,0.000013,
50.450001,0.000003,0.000002,0.000009,0.000017,0.000010,0.000013,
50.500000,0.000003,0.000003,0.000010,0.000019,0.000011,0.000013,
50.549999,0.000002,0.000004,0.000010,0.000020,0.000013,0.000012,
50.599998,0.000002,0.000004,0.000006,0.000021,0.000022,0.000010,
50.650002,0.000002,0.000004,0.000006,0.000018,0.000023,0.000011,
50.700001,0.000004,0.000004,0.000007,0.000018,0.000023,0.000023,
50.750000,0.000004,0.000004,0.000007,0.000012,0.000019,0.000022,
50.799999,0.000004,0.000005,0.000008,0.000012,0.000030,0.000023,
50.849998,0.000003,0.000006,0.000008,0.000015,0.000032,0.000026,
50.900002,0.000004,0.000006,0.000008,0.000010,0.000038,0.000022,
50.950001,0.000003,0.000006,0.000017,0.000008,0.000033,0.000024,
51.000000,0.000004,0.000005,0.000014,0.000011,0.000032,0.000022,
51.049999,0.000004,0.000003,0.000018,0.000016,0.000034,0.000022,
51.099998,0.000004,0.000003,0.000018,0.000030,0.000029,0.000024,
51.150002,0.000004,0.000004,0.000020,0.000031,0.000029,0.000023,
51.200001,0.000004,0.000004,0.000019,0.000031,0.000027,0.000015,
51.250000,0.000004,0.000004,0.000019,0.000029,0.000042,0.000017,
51.299999,0.000004,0.000002,0.000019,0.000029,0.000033,0.000015,
51.349998,0.000004,0.000002,0.000018,0.000026,0.000032,0.000015,
51.400002,0.000004,0.000002,0.000018,0.000025,0.000024,0.000015,
51.450001,0.000004,0.000002,0.000005,0.000024,0.000025,0.000013,
51.500000,0.000003,0.000004,0.000005,0.000024,0.000025,0.000013,
51.549999,0.000004,0.000004,0.000005,0.000018,0.000026,0.000015,
51.599998,0.000004,0.000005,0.000006,0.000004,0.000022,0.000016,
51.650002,0.000005,0.000005,0.000006,0.000003,0.000020,0.000014,
51.700001,0.000003,0.000005,0.000007,0.000004,0.000018,0.000014,
51.750000,0.000003,0.000005,0.000009,0.000013,0.000010,0.000011,
51.799999,0.000003,0.000004,0.000009,0.000013,0.000020,0.000011,
51.849998,0.000002,0.000004,0.000009,0.000015,0.000021,0.000018,
51.900002,0.000003,0.000004,0.000011,0.000014,0.000021,0.000018,
51.950001,0.000002,0.000003,0.000012,0.000014,0.000029,0.000018,
52.000000,0.000002,0.000002,0.000012,0.000014,0.000031,0.000024,
52.049999,0.000002,0.000002,0.000009,0.000014,0.000026,0.000025,
52.099998,0.000002,0.000001,0.000006,0.000014,0.000027,0.000023,
52.150002,0.000002,0.000001,0.000006,0.000013,0.000026,0.000022,
52.200001,0.000003,0.000002,0.000006,0.000011,0.000026,0.000024,
52.250000,0.000003,0.000002,0.000003,0.000009,0.000038,0.000021,
52.299999,0.000002,0.000002,0.000003,0.000008,0.000026,0.000019,
52.349998,0.000002,0.000003,0.000003,0.000008,0.000033,0.000016,
52.400002,0.000003,0.000005,0.000002,0.000008,0.000037,0.000015,
52.450001,0.000003,0.000005,0.000001,0.000009,0.000031,0.000014,
52.500000,0.000004,0.000005,0.000003,0.000009,0.000029,0.000011,
52.549999,0.000004,0.000006,0.000004,0.000012,0.000030,0.000008,
52.599998,0.000005,0.000006,0.000004,0.000012,0.000027,0.000007,
52.650002,0.000025,0.000016,0.000010,0.000031,0.000450,0.001851,
52.700001,0.000026,0.000015,0.000019,0.000151,0.000780,0.003638,
52.750000,0.000046,0.000018,0.000031,0.000150,0.001475,0.003555,
52.799999,0.000102,0.000018,0.000035,0.000281,0.004670,0.003650,
52.849998,0.000172,0.000018,0.000035,0.000288,0.008147,0.003786,
52.900002,0.000285,0.000016,0.000036,0.000308,0.011133,0.003827,
52.950001,0.000532,0.000017,0.000035,0.000308,0.023668,0.003868,
53.000000,0.001332,0.000018,0.000036,0.000326,0.079441,0.003809,
53.049999,0.003046,0.000019,0.000035,0.000458,0.149457,0.003761,
53.099998,0.007414,0.000049,0.000206,0.001969,0.282230,0.003970,
53.150002,0.011878,0.000033,0.000393,0.002845,0.492204,0.008980,
53.200001,0.024266,0.000243,0.002347,0.006641,0.620945,0.019258,
53.250000,0.037503,0.000258,0.004380,0.009376,0.612986,0.024395,
53.299999,0.047132,0.000253,0.007266,0.008177,0.524979,0.023361,
53.349998,0.055802,0.000248,0.011311,0.010606,0.413172,0.020946,
53.400002,0.055821,0.000275,0.016106,0.013637,0.294604,0.018514,
53.450001,0.051737,0.000445,0.018560,0.017400,0.200233,0.015407,
53.500000,0.044575,0.000469,0.020861,0.020432,0.161315,0.023273,
53.549999,0.034656,0.000469,0.024045,0.021212,0.139247,0.030121,
53.599998,0.024903,0.000437,0.022962,0.026842,0.144523,0.038980,
53.650002,0.015592,0.000436,0.028148,0.024716,0.161698,0.037471,
53.700001,0.013099,0.000140,0.036131,0.016755,0.153972,0.027051,
53.750000,0.011285,0.000145,0.044912,0.008749,0.159606,0.016520,
53.799999,0.008542,0.000136,0.054123,0.006978,0.158422,0.009786,
53.849998,0.006908,0.000122,0.060982,0.007324,0.167888,0.008405,
53.900002,0.004225,0.000131,0.065458,0.007931,0.206211,0.006039,
53.950001,0.002573,0.000101,0.059449,0.011305,0.495186,0.002704,
54.000000,0.001541,0.000100,0.047799,0.010428,0.705767,0.002533,
54.049999,0.000950,0.000098,0.036616,0.010365,0.875343,0.002204,
54.099998,0.000112,0.000094,0.017583,0.003539,1.005871,0.000837,
54.150002,0.000100,0.000091,0.009433,0.003428,0.886832,0.000924,
54.200001,0.000096,0.000090,0.003389,0.002374,0.694428,0.000821,
54.250000,0.000076,0.000088,0.000949,0.002191,0.444727,0.000740,
54.299999,0.000056,0.000084,0.000388,0.002088,0.226581,0.000732,
54.349998,0.000046,0.000083,0.000344,0.001932,0.065222,0.000314,
54.400002,0.000019,0.000082,0.000239,0.001952,0.007227,0.000107,
54.450001,0.000016,0.000004,0.000080,0.000013,0.005775,0.000071,
54.500000,0.000007,0.000004,0.000022,0.000030,0.005705,0.000074,
54.549999,0.000008,0.000003,0.000019,0.000030,0.004474,0.000069,
54.599998,0.000007,0.000003,0.000015,0.000030,0.003127,0.000086,
54.650002,0.000005,0.000003,0.000016,0.000031,0.001889,0.000069,
54.700001,0.000005,0.000002,0.000012,0.000033,0.001850,0.000068,
54.750000,0.000005,0.000002,0.000010,0.000033,0.000894,0.000068,
54.799999,0.000006,0.000002,0.000012,0.000029,0.000621,0.000063,
54.849998,0.000006,0.000002,0.000009,0.000028,0.000497,0.000048,
54.900002,0.000005,0.000003,0.000010,0.000029,0.000493,0.000050,
54.950001,0.000005,0.000002,0.000008,0.000031,0.000493,0.000052,
55.000000,0.000006,0.000002,0.000007,0.000012,0.000435,0.000056,
55.049999,0.000004,0.000002,0.000007,0.000013,0.000336,0.000054,
55.099998,0.000005,0.000002,0.000006,0.000013,0.000321,0.000015,
55.150002,0.000005,0.000005,0.000006,0.000015,0.000321,0.000020,
55.200001,0.000005,0.000005,0.000006,0.000016,0.000418,0.000020,
55.250000,0.000005,0.000005,0.000006,0.000019,0.000413,0.000020,
55.299999,0.000003,0.000006,0.000004,0.000022,0.000287,0.000027,
55.349998,0.000004,0.000005,0.000004,0.000023,0.000291,0.000026,
55.400002,0.000003,0.000006,0.000004,0.000024,0.000450,0.000026,
55.450001,0.000003,0.000007,0.000004,0.000021,0.000482,0.000027,
55.500000,0.000005,0.000006,0.000006,0.000131,0.000659,0.000028,
55.549999,0.000005,0.000006,0.000016,0.000192,0.001565,0.000022,
55.599998,0.000005,0.000006,0.000027,0.000184,0.001371,0.000028,
55.650002,0.000005,0.000005,0.000026,0.000190,0.001896,0.000023,
55.700001,0.000005,0.000005,0.000024,0.000194,0.002558,0.000023,
55.750000,0.000005,0.000006,0.000022,0.000198,0.002858,0.000024,
55.799999,0.000007,0.000004,0.000022,0.000197,0.002788,0.000021,
55.849998,0.000007,0.000004,0.000019,0.000206,0.002769,0.000020,
55.900002,0.000007,0.000001,0.000018,0.000198,0.002615,0.000020,
55.950001,0.000008,0.000001,0.000006,0.000209,0.002634,0.000020,
56.000000,0.000006,0.000003,0.000006,0.000123,0.002351,0.000018,
56.049999,0.000009,0.000003,0.000005,0.000040,0.000833,0.000017,
56.099998,0.000009,0.000003,0.000002,0.000024,0.000541,0.000016,
56.150002,0.000009,0.000003,0.000003,0.000024,0.000442,0.000016,
56.200001,0.000011,0.000004,0.000004,0.000024,0.000215,0.000016,
56.250000,0.000011,0.000003,0.000004,0.000020,0.000117,0.000021,
56.299999,0.000006,0.000003,0.000005,0.000012,0.000111,0.000023,
56.349998,0.000008,0.000004,0.000005,0.000014,0.000194,0.000028,
56.400002,0.000007,0.000004,0.000004,0.000015,0.000186,0.000026,
56.450001,0.000007,0.000004,0.000009,0.000017,0.000169,0.000029,
56.500000,0.000008,0.000002,0.000011,0.000016,0.000186,0.000028,
56.549999,0.000006,0.000002,0.000009,0.000017,0.000183,0.000042,
56.599998,0.000006,0.000002,0.000014,0.000013,0.000183,0.000032,
56.650002,0.000005,0.000003,0.000015,0.000013,0.000119,0.000036,
56.700001,0.000004,0.000004,0.000015,0.000010,0.000115,0.000034,
56.750000,0.000005,0.000004,0.000015,0.000012,0.000151,0.000015,
56.799999,0.000005,0.000005,0.000014,0.000013,0.000183,0.000016,
56.849998,0.000005,0.000004,0.000011,0.000015,0.000146,0.000025,
56.900002,0.000005,0.000004,0.000007,0.000017,0.000145,0.000028,
56.950001,0.000006,0.000005,0.000008,0.000017,0.000365,0.000030,
57.000000,0.000005,0.000005,0.000009,0.000024,0.000293,0.000033,
57.049999,0.000005,0.000004,0.000007,0.000023,0.000436,0.000022,
57.099998,0.000005,0.000003,0.000006,0.000024,0.000508,0.000024,
57.150002,0.000009,0.000003,0.000007,0.000024,0.000844,0.000030,
57.200001,0.000007,0.000003,0.000018,0.000028,0.000782,0.000033,
57.250000,0.000009,0.000007,0.000046,0.000036,0.000755,0.000031,
57.299999,0.000009,0.000007,0.000067,0.000042,0.000768,0.000039,
57.349998,0.000010,0.000006,0.000066,0.000030,0.000797,0.000039,
57.400002,0.000010,0.000006,0.000059,0.000031,0.000987,0.000039,
57.450001,0.000010,0.000007,0.000043,0.000031,0.001216,0.000061,
57.500000,0.000011,0.000007,0.000036,0.000043,0.001255,0.000061,
57.549999,0.000009,0.000007,0.000029,0.000059,0.001744,0.000066,
57.599998,0.000010,0.000007,0.000020,0.000056,0.001590,0.000065,
57.650002,0.000006,0.000008,0.000018,0.000056,0.000899,0.000059,
57.700001,0.000005,0.000008,0.000018,0.000061,0.000690,0.000060,
57.750000,0.000003,0.000005,0.000013,0.000058,0.000915,0.000060,
57.799999,0.000004,0.000006,0.000007,0.000049,0.002186,0.000052,
57.849998,0.000004,0.000005,0.000008,0.000187,0.005886,0.000054,
57.900002,0.000005,0.000005,0.000080,0.001669,0.014873,0.000053,
57.950001,0.000005,0.000004,0.000535,0.004600,0.031492,0.000057,
