Time,acc_x,acc_y,acc_z,Pitch,Roll,Yaw
19.200001,0.001383,0.001447,0.010129,0.013542,0.006659,0.022240,
19.250000,0.001782,0.001389,0.008503,0.021661,0.008147,0.027581,
19.299999,0.001769,0.001057,0.006873,0.023398,0.014717,0.029505,
19.350000,0.002331,0.001316,0.006476,0.026831,0.017136,0.046768,
19.400000,0.003203,0.001511,0.008589,0.025938,0.031576,0.067222,
19.450001,0.004291,0.001669,0.014955,0.028504,0.045714,0.083107,
19.500000,0.004778,0.001655,0.017725,0.020602,0.043173,0.083221,
19.549999,0.004529,0.001633,0.026672,0.028682,0.042243,0.082281,
19.600000,0.004854,0.002420,0.028101,0.013909,0.044622,0.082357,
19.650000,0.004632,0.002979,0.027512,0.006994,0.056072,0.076524,
19.700001,0.004107,0.003988,0.021262,0.017401,0.081716,0.058562,
19.750000,0.001762,0.004533,0.016902,0.017319,0.129232,0.053633,
19.799999,0.000853,0.005166,0.010513,0.020461,0.125885,0.053586,
19.850000,0.001025,0.004986,0.007265,0.020550,0.133874,0.049457,
19.900000,0.000982,0.003496,0.005084,0.027168,0.108614,0.033895,
19.950001,0.000650,0.001797,0.006347,0.029125,0.070466,0.016871,
20.000000,0.000692,0.001118,0.008460,0.029924,0.046111,0.012259,
20.049999,0.000597,0.000275,0.007640,0.018523,0.023341,0.012290,
20.100000,0.000516,0.000342,0.006905,0.017877,0.026613,0.012166,
20.150000,0.000496,0.000156,0.003612,0.013691,0.027068,0.010267,
20.200001,0.000488,0.000157,0.003292,0.013055,0.025516,0.010139,
20.250000,0.000484,0.000075,0.001622,0.007853,0.007954,0.005217,
20.299999,0.000399,0.000073,0.001369,0.008198,0.007506,0.004632,
20.350000,0.000162,0.000074,0.000764,0.001083,0.002127,0.003499,
20.400000,0.000149,0.000070,0.000232,0.001049,0.001575,0.001719,
20.450001,0.000142,0.000068,0.000166,0.001351,0.001567,0.001190,
20.500000,0.000045,0.000069,0.000168,0.001305,0.001131,0.000851,
20.549999,0.000040,0.000066,0.000113,0.001349,0.001121,0.000742,
20.600000,0.000035,0.000063,0.000116,0.000906,0.000775,0.000544,
20.650000,0.000015,0.000028,0.000097,0.000890,0.000783,0.000503,
20.700001,0.000040,0.000028,0.000082,0.000903,0.001327,0.000453,
20.750000,0.000042,0.000033,0.000076,0.000984,0.001349,0.000445,
20.799999,0.000043,0.000033,0.000064,0.001311,0.001188,0.000447,
20.850000,0.000064,0.000042,0.000076,0.001278,0.001499,0.000321,
20.900000,0.000076,0.000052,0.000092,0.001338,0.001385,0.000362,
20.950001,0.000081,0.000046,0.000078,0.000624,0.001290,0.000161,
21.000000,0.000109,0.000045,0.000074,0.000691,0.001322,0.000290,
21.049999,0.000109,0.000057,0.000112,0.000780,0.001659,0.000619,
21.100000,0.000111,0.000041,0.000114,0.000882,0.001548,0.000565,
21.150000,0.000106,0.000043,0.000106,0.000985,0.001567,0.000792,
21.200001,0.000042,0.000048,0.000107,0.000985,0.001143,0.000820,
21.250000,0.000045,0.000040,0.000075,0.001224,0.000992,0.000811,
21.299999,0.000040,0.000055,0.000077,0.000884,0.000996,0.000786,
21.350000,0.000042,0.000064,0.000076,0.000802,0.000491,0.000927,
21.400000,0.000047,0.000060,0.000065,0.000730,0.000537,0.000636,
21.450001,0.000061,0.000060,0.000067,0.000730,0.000537,0.000612,
21.500000,0.000050,0.000060,0.000073,0.000724,0.000524,0.000606,
21.549999,0.000057,0.000051,0.000073,0.000651,0.000365,0.000593,
21.600000,0.000056,0.000049,0.000079,0.000464,0.000419,0.000504,
21.650000,0.000086,0.000042,0.000094,0.000827,0.000454,0.000780,
21.700001,0.000157,0.000039,0.000090,0.000796,0.000516,0.000760,
21.750000,0.000182,0.000017,0.000097,0.000724,0.000572,0.000761,
21.799999,0.000198,0.000012,0.000092,0.000673,0.000601,0.000760,
21.850000,0.000184,0.000010,0.000092,0.000699,0.000665,0.000662,
21.900000,0.000194,0.000011,0.000097,0.000678,0.000634,0.000704,
21.950001,0.000162,0.000007,0.000099,0.000671,0.000631,0.000475,
22.000000,0.000176,0.000006,0.000137,0.000841,0.000563,0.000895,
22.049999,0.000162,0.000006,0.000102,0.001431,0.000440,0.000911,
22.100000,0.000153,0.000008,0.000098,0.001464,0.000560,0.000904,
22.150000,0.000156,0.000008,0.000136,0.001023,0.000694,0.000754,
22.200001,0.000167,0.000015,0.000139,0.001237,0.000545,0.000990,
22.250000,0.000166,0.000035,0.000156,0.001254,0.000524,0.001009,
22.299999,0.000168,0.000035,0.000148,0.001329,0.000447,0.000922,
22.350000,0.000174,0.000034,0.000159,0.001323,0.000679,0.000736,
22.400000,0.000135,0.000040,0.000242,0.001468,0.000642,0.000531,
22.450001,0.000081,0.000106,0.001124,0.001728,0.000642,0.000561,
22.500000,0.000090,0.000238,0.002415,0.002090,0.001286,0.000371,
22.549999,0.000110,0.000388,0.003724,0.008723,0.001584,0.000342,
22.600000,0.000128,0.000501,0.004351,0.023396,0.001577,0.000388,
22.650000,0.000086,0.000480,0.004169,0.041853,0.001510,0.000677,
22.700001,0.000153,0.000998,0.003892,0.043177,0.005549,0.001970,
22.750000,0.000131,0.000844,0.003841,0.047891,0.005603,0.002181,
22.799999,0.000131,0.001916,0.003295,0.042568,0.006898,0.003429,
22.850000,0.000166,0.001915,0.003563,0.037076,0.006886,0.003471,
22.900000,0.000422,0.002117,0.004303,0.028280,0.009099,0.003415,
22.950001,0.000422,0.001865,0.005175,0.015010,0.009094,0.003932,
23.000000,0.000422,0.002380,0.004645,0.020912,0.009221,0.005582,
23.049999,0.000489,0.002301,0.003191,0.030380,0.008221,0.012519,
23.100000,0.000458,0.001999,0.001904,0.036135,0.010189,0.017429,
23.150000,0.000777,0.001169,0.001829,0.031740,0.011460,0.018489,
23.200001,0.000719,0.001145,0.001475,0.034612,0.021584,0.019473,
23.250000,0.000921,0.000669,0.001846,0.025807,0.021260,0.014481,
23.299999,0.000935,0.000590,0.001951,0.026076,0.021218,0.019688,
23.350000,0.001557,0.000582,0.001922,0.021911,0.017802,0.022194,
23.400000,0.001033,0.000968,0.001965,0.014863,0.018400,0.037403,
23.450001,0.001330,0.001047,0.002019,0.006479,0.017301,0.041437,
23.500000,0.001240,0.000923,0.002048,0.010585,0.009571,0.048372,
23.549999,0.003155,0.000969,0.001210,0.010134,0.008312,0.042862,
23.600000,0.002581,0.000946,0.000914,0.010043,0.008573,0.038687,
23.650000,0.002890,0.000703,0.000477,0.008208,0.008583,0.028323,
23.700001,0.002182,0.000778,0.000609,0.005980,0.003307,0.021477,
23.750000,0.002121,0.000720,0.000613,0.009438,0.002505,0.013868,
23.799999,0.001758,0.000594,0.000294,0.011654,0.002571,0.019298,
23.850000,0.001758,0.000524,0.000332,0.012565,0.003007,0.019328,
23.900000,0.001359,0.000516,0.000356,0.013444,0.005048,0.013758,
23.950001,0.001434,0.000463,0.000622,0.013339,0.012380,0.013460,
24.000000,0.001800,0.000579,0.000861,0.007503,0.011852,0.011192,
24.049999,0.001158,0.000769,0.001069,0.007558,0.011834,0.008407,
24.100000,0.001191,0.000783,0.001132,0.003773,0.011401,0.006735,
24.150000,0.001512,0.000761,0.001134,0.003540,0.011700,0.006326,
24.200001,0.001471,0.000573,0.000660,0.002771,0.013309,0.004527,
24.250000,0.001044,0.000567,0.000587,0.002339,0.014479,0.004086,
24.299999,0.001056,0.000595,0.000457,0.001293,0.015954,0.001624,
24.350000,0.000792,0.000607,0.000455,0.001203,0.017310,0.001056,
24.400000,0.000502,0.000549,0.000061,0.001024,0.016908,0.001015,
24.450001,0.000448,0.000451,0.000056,0.000842,0.006144,0.000589,
24.500000,0.000373,0.000304,0.000036,0.000787,0.005675,0.000443,
24.549999,0.000053,0.000082,0.000011,0.000246,0.004165,0.000366,
24.600000,0.000051,0.000079,0.000011,0.000179,0.000955,0.000142,
24.650000,0.000020,0.000038,0.000011,0.000158,0.000144,0.000128,
24.700001,0.000019,0.000035,0.000010,0.000158,0.000127,0.000127,
24.750000,0.000020,0.000030,0.000007,0.000113,0.000095,0.000129,
24.799999,0.000016,0.000028,0.000007,0.000103,0.000105,0.000008,
24.850000,0.000011,0.000028,0.000006,0.000103,0.000083,0.000005,
24.900000,0.000004,0.000005,0.000004,0.000026,0.000073,0.000003,
24.950001,0.000003,0.000002,0.000007,0.000027,0.000021,0.000003,
25.000000,0.000003,0.000002,0.000007,0.000027,0.000030,0.000005,
25.049999,0.000003,0.000002,0.000009,0.000031,0.000030,0.000006,
25.100000,0.000003,0.000003,0.000010,0.000028,0.000033,0.000008,
25.150000,0.000003,0.000002,0.000010,0.000028,0.000025,0.000008,
25.200001,0.000002,0.000004,0.000009,0.000030,0.000022,0.000007,
25.250000,0.000002,0.000006,0.000009,0.000030,0.000019,0.000009,
25.299999,0.000002,0.000007,0.000010,0.000022,0.000012,0.000008,
25.350000,0.000002,0.000007,0.000009,0.000035,0.000018,0.000016,
25.400000,0.000003,0.000007,0.000008,0.000031,0.000035,0.000020,
25.450001,0.000003,0.000007,0.000006,0.000031,0.000035,0.000019,
25.500000,0.000003,0.000007,0.000006,0.000031,0.000026,0.000020,
25.549999,0.000003,0.000007,0.000004,0.000027,0.000030,0.000020,
25.600000,0.000003,0.000007,0.000004,0.000042,0.000030,0.000021,
25.650000,0.000003,0.000007,0.000004,0.000045,0.000030,0.000022,
25.700001,0.000003,0.000005,0.000005,0.000039,0.000030,0.000022,
25.750000,0.000003,0.000003,0.000005,0.000038,0.000030,0.000024,
25.799999,0.000003,0.000003,0.000005,0.000037,0.000026,0.000025,
25.850000,0.000003,0.000003,0.000006,0.000029,0.000031,0.000019,
25.900000,0.000003,0.000003,0.000006,0.000032,0.000020,0.000018,
25.950001,0.000003,0.000003,0.000006,0.000032,0.000020,0.000018,
26.000000,0.000007,0.000003,0.000005,0.000032,0.000022,0.000019,
26.049999,0.000007,0.000002,0.000006,0.000031,0.000034,0.000017,
26.100000,0.000007,0.000003,0.000005,0.000020,0.000036,0.000018,
26.150000,0.000007,0.000003,0.000004,0.000017,0.000029,0.000023,
26.200001,0.000007,0.000003,0.000006,0.000017,0.000027,0.000028,
26.250000,0.000009,0.000003,0.000006,0.000027,0.000027,0.000025,
26.299999,0.000007,0.000003,0.000004,0.000046,0.000027,0.000027,
26.350000,0.000007,0.000004,0.000004,0.000040,0.000028,0.000017,
26.400000,0.000008,0.000003,0.000004,0.000045,0.000030,0.000019,
26.450001,0.000007,0.000003,0.000006,0.000057,0.000030,0.000024,
26.500000,0.000004,0.000004,0.000007,0.000057,0.000032,0.000018,
26.549999,0.000003,0.000004,0.000006,0.000055,0.000014,0.000014,
26.600000,0.000003,0.000004,0.000007,0.000052,0.000008,0.000014,
26.650000,0.000003,0.000004,0.000008,0.000051,0.000009,0.000014,
26.700001,0.000002,0.000005,0.000005,0.000047,0.000013,0.000013,
26.750000,0.000002,0.000005,0.000005,0.000044,0.000014,0.000013,
26.799999,0.000002,0.000004,0.000005,0.000035,0.000013,0.000012,
26.850000,0.000002,0.000004,0.000005,0.000032,0.000012,0.000013,
26.900000,0.000002,0.000003,0.000005,0.000024,0.000012,0.000013,
26.950001,0.000002,0.000003,0.000003,0.000020,0.000022,0.000007,
27.000000,0.000002,0.000002,0.000003,0.000020,0.000017,0.000006,
27.049999,0.000002,0.000002,0.000003,0.000021,0.000020,0.000007,
27.100000,0.000002,0.000003,0.000004,0.000022,0.000026,0.000006,
27.150000,0.000002,0.000002,0.000004,0.000023,0.000026,0.000007,
27.200001,0.000003,0.000002,0.000004,0.000013,0.000026,0.000016,
27.250000,0.000002,0.000002,0.000003,0.000010,0.000026,0.000015,
27.299999,0.000001,0.000002,0.000003,0.000012,0.000023,0.000016,
27.350000,0.000002,0.000003,0.000003,0.000015,0.000020,0.000016,
27.400000,0.000002,0.000003,0.000003,0.000012,0.000010,0.000015,
27.450001,0.000001,0.000003,0.000004,0.000011,0.000015,0.000013,
27.500000,0.000002,0.000003,0.000004,0.000009,0.000048,0.000013,
27.549999,0.000001,0.000003,0.000002,0.000009,0.000058,0.000013,
27.600000,0.000002,0.000002,0.000003,0.000008,0.000055,0.000019,
27.650000,0.000004,0.000002,0.000003,0.000008,0.000059,0.000020,
27.700001,0.000003,0.000002,0.000003,0.000008,0.000060,0.000021,
27.750000,0.000004,0.000002,0.000003,0.000010,0.000063,0.000022,
27.799999,0.000004,0.000002,0.000004,0.000009,0.000063,0.000023,
27.850000,0.000004,0.000001,0.000004,0.000012,0.000063,0.000026,
27.900000,0.000004,0.000002,0.000005,0.000013,0.000103,0.000028,
27.950001,0.000004,0.000002,0.000004,0.000014,0.000112,0.000027,
28.000000,0.000006,0.000002,0.000004,0.000013,0.000112,0.000029,
28.049999,0.000006,0.000002,0.000005,0.000018,0.000094,0.000030,
28.100000,0.000004,0.000002,0.000005,0.000022,0.000094,0.000027,
28.150000,0.000004,0.000002,0.000005,0.000022,0.000094,0.000023,
28.200001,0.000004,0.000001,0.000005,0.000023,0.000093,0.000014,
28.250000,0.000005,0.000002,0.000007,0.000022,0.000102,0.000017,
28.299999,0.000006,0.000002,0.000005,0.000017,0.000107,0.000015,
28.350000,0.000006,0.000003,0.000005,0.000014,0.000101,0.000020,
28.400000,0.000007,0.000003,0.000006,0.000018,0.000064,0.000020,
28.450001,0.000007,0.000004,0.000006,0.000015,0.000057,0.000020,
28.500000,0.000004,0.000004,0.000006,0.000023,0.000045,0.000016,
28.549999,0.000004,0.000005,0.000008,0.000012,0.000047,0.000014,
28.600000,0.000004,0.000005,0.000008,0.000020,0.000047,0.000017,
28.650000,0.000004,0.000005,0.000007,0.000026,0.000046,0.000021,
28.700001,0.000005,0.000005,0.000007,0.000026,0.000046,0.000021,
28.750000,0.000004,0.000005,0.000006,0.000031,0.000031,0.000022,
28.799999,0.000003,0.000004,0.000006,0.000033,0.000022,0.000026,
28.850000,0.000003,0.000004,0.000006,0.000033,0.000026,0.000020,
28.900000,0.000003,0.000003,0.000005,0.000035,0.000023,0.000020,
28.950001,0.000003,0.000003,0.000005,0.000035,0.000020,0.000022,
29.000000,0.000005,0.000003,0.000006,0.000021,0.000017,0.000026,
29.049999,0.000005,0.000002,0.000005,0.000026,0.000018,0.000025,
29.100000,0.000003,0.000002,0.000004,0.000025,0.000017,0.000031,
29.150000,0.000003,0.000002,0.000004,0.000023,0.000021,0.000024,
29.200001,0.000003,0.000001,0.000004,0.000025,0.000023,0.000028,
29.250000,0.000003,0.000001,0.000004,0.000022,0.000026,0.000028,
29.299999,0.000003,0.000002,0.000005,0.000019,0.000013,0.000025,
29.350000,0.000003,0.000002,0.000004,0.000020,0.000026,0.000030,
29.400000,0.000003,0.000002,0.000004,0.000016,0.000025,0.000028,
29.450001,0.000005,0.000002,0.000004,0.000019,0.000030,0.000025,
29.500000,0.000004,0.000002,0.000003,0.000019,0.000030,0.000023,
29.549999,0.000004,0.000002,0.000003,0.000010,0.000033,0.000023,
29.600000,0.000004,0.000002,0.000003,0.000011,0.000037,0.000014,
29.650000,0.000004,0.000002,0.000003,0.000010,0.000038,0.000016,
29.700001,0.000004,0.000003,0.000003,0.000020,0.000043,0.000011,
29.750000,0.000005,0.000003,0.000004,0.000019,0.000039,0.000012,
29.799999,0.000005,0.000003,0.000003,0.000020,0.000044,0.000019,
29.850000,0.000005,0.000003,0.000006,0.000020,0.000020,0.000019,
29.900000,0.000005,0.000003,0.000005,0.000022,0.000019,0.000019,
29.950001,0.000004,0.000002,0.000005,0.000015,0.000015,0.000022,
30.000000,0.000003,0.000003,0.000005,0.000029,0.000029,0.000022,
30.049999,0.000006,0.000004,0.000005,0.000032,0.000033,0.000021,
30.100000,0.000007,0.000004,0.000005,0.000033,0.000033,0.000020,
30.150000,0.000006,0.000002,0.000005,0.000048,0.000047,0.000019,
30.200001,0.000006,0.000003,0.000005,0.000039,0.000043,0.000019,
30.250000,0.000006,0.000003,0.000004,0.000040,0.000049,0.000025,
30.299999,0.000006,0.000003,0.000005,0.000042,0.000047,0.000016,
30.350000,0.000007,0.000003,0.000002,0.000042,0.000056,0.000013,
30.400000,0.000007,0.000003,0.000010,0.000037,0.000058,0.000014,
30.450001,0.000008,0.000004,0.000011,0.000037,0.000060,0.000014,
30.500000,0.000008,0.000003,0.000011,0.000029,0.000106,0.000014,
30.549999,0.000005,0.000002,0.000011,0.000030,0.000122,0.000012,
30.600000,0.000005,0.000002,0.000013,0.000031,0.000138,0.000013,
30.650000,0.000015,0.000006,0.000014,0.000034,0.000159,0.000018,
30.700001,0.000018,0.000008,0.000014,0.000035,0.000166,0.000016,
30.750000,0.000019,0.000007,0.000015,0.000033,0.000155,0.000025,
30.799999,0.000021,0.000005,0.000018,0.000036,0.000130,0.000167,
30.850000,0.000017,0.000005,0.000018,0.000040,0.000133,0.000167,
30.900000,0.000015,0.000005,0.000009,0.000039,0.000106,0.000166,
30.950001,0.000025,0.000006,0.000013,0.000050,0.000150,0.000182,
31.000000,0.000292,0.000074,0.000012,0.000080,0.001124,0.004264,
31.049999,0.000604,0.000082,0.000014,0.000126,0.001596,0.017630,
31.100000,0.000711,0.000134,0.000028,0.000148,0.001885,0.020980,
31.150000,0.000799,0.000145,0.000078,0.000227,0.002012,0.040209,
31.200001,0.000925,0.000148,0.000084,0.000217,0.001981,0.065193,
31.250000,0.001055,0.000148,0.000082,0.000176,0.001918,0.084347,
31.299999,0.001279,0.000151,0.000103,0.000097,0.001784,0.088278,
31.350000,0.001781,0.000324,0.000129,0.000176,0.001688,0.077749,
31.400000,0.002117,0.000500,0.000132,0.000141,0.001765,0.082845,
31.450001,0.002293,0.000571,0.000149,0.000184,0.002007,0.061319,
31.500000,0.002389,0.000626,0.000383,0.000251,0.001808,0.058924,
31.549999,0.002174,0.000610,0.000494,0.000301,0.001468,0.066009,
31.600000,0.002080,0.000750,0.000442,0.000338,0.001214,0.042420,
31.650000,0.002245,0.000743,0.000491,0.000354,0.000579,0.033704,
31.700001,0.002867,0.000835,0.000461,0.000344,0.000890,0.030425,
31.750000,0.002999,0.000819,0.000456,0.000450,0.002343,0.048442,
31.799999,0.004205,0.001183,0.000680,0.000525,0.002667,0.096890,
31.850000,0.004321,0.001002,0.000725,0.000588,0.002631,0.077728,
31.900000,0.004488,0.000863,0.000742,0.000568,0.002500,0.076295,
31.950001,0.005445,0.000895,0.000694,0.000703,0.002421,0.070489,
32.000000,0.004759,0.000775,0.000487,0.000807,0.002430,0.074238,
32.049999,0.004827,0.000719,0.000380,0.000927,0.002407,0.080704,
32.099998,0.004888,0.000714,0.000379,0.001003,0.002471,0.091745,
32.150002,0.004992,0.000733,0.000371,0.001278,0.002115,0.088206,
32.200001,0.004040,0.000743,0.000348,0.001380,0.001051,0.084720,
32.250000,0.003473,0.000746,0.000288,0.000870,0.000501,0.085723,
32.299999,0.002791,0.000543,0.000194,0.000876,0.000315,0.042503,
32.349998,0.002679,0.000648,0.000177,0.000425,0.000190,0.067601,
32.400002,0.002426,0.000712,0.000111,0.000161,0.000189,0.071647,
32.450001,0.001518,0.000595,0.000121,0.000143,0.000349,0.047646,
32.500000,0.001601,0.000553,0.000121,0.000156,0.001396,0.043341,
32.549999,0.001404,0.000423,0.000071,0.000163,0.001368,0.044765,
32.599998,0.001472,0.000446,0.000074,0.000173,0.001274,0.053855,
32.650002,0.001963,0.000896,0.000070,0.000104,0.001465,0.053198,
32.700001,0.002030,0.000731,0.000058,0.000113,0.001499,0.057692,
32.750000,0.001546,0.000677,0.000034,0.000113,0.001444,0.065049,
32.799999,0.001629,0.000722,0.000036,0.000067,0.001532,0.067543,
32.849998,0.001532,0.000668,0.000033,0.000067,0.001877,0.066177,
32.900002,0.001224,0.000848,0.000031,0.000069,0.001910,0.069389,
32.950001,0.001233,0.000836,0.000019,0.000071,0.001754,0.048348,
33.000000,0.001171,0.000839,0.000015,0.000037,0.000353,0.033962,
33.049999,0.001179,0.000848,0.000015,0.000054,0.000171,0.029809,
33.099998,0.001093,0.000750,0.000012,0.000079,0.000239,0.029561,
33.150002,0.000373,0.000463,0.000011,0.000081,0.000457,0.019262,
33.200001,0.000482,0.000484,0.000420,0.000145,0.001649,0.019380,
33.250000,0.000481,0.000470,0.000415,0.000147,0.001671,0.020062,
33.299999,0.000405,0.000374,0.000419,0.000138,0.001661,0.017551,
33.349998,0.000401,0.000373,0.000409,0.000141,0.001444,0.006082,
33.400002,0.000126,0.000042,0.000406,0.000136,0.001458,0.000465,
33.450001,0.000125,0.000042,0.000394,0.000134,0.001463,0.000457,
33.500000,0.000122,0.000041,0.000387,0.000135,0.001486,0.000455,
33.549999,0.000121,0.000042,0.000383,0.000125,0.001462,0.000454,
33.599998,0.000121,0.000042,0.000392,0.000087,0.001348,0.000394,
33.650002,0.000106,0.000042,0.000396,0.000095,0.001266,0.000239,
33.700001,0.000004,0.000002,0.000011,0.000016,0.000057,0.000007,
33.750000,0.000004,0.000003,0.000009,0.000027,0.000069,0.000009,
33.799999,0.000002,0.000003,0.000009,0.000027,0.000050,0.000009,
33.849998,0.000002,0.000004,0.000007,0.000025,0.000039,0.000013,
33.900002,0.000002,0.000005,0.000007,0.000026,0.000038,0.000015,
33.950001,0.000002,0.000005,0.000006,0.000020,0.000026,0.000017,
34.000000,0.000003,0.000006,0.000005,0.000023,0.000030,0.000014,
34.049999,0.000003,0.000006,0.000005,0.000022,0.000035,0.000019,
34.099998,0.000003,0.000006,0.000006,0.000021,0.000024,0.000015,
34.150002,0.000003,0.000007,0.000007,0.000015,0.000022,0.000015,
34.200001,0.000003,0.000006,0.000007,0.000013,0.000021,0.000014,
34.250000,0.000004,0.000005,0.000008,0.000005,0.000025,0.000015,
34.299999,0.000003,0.000005,0.000007,0.000006,0.000036,0.000018,
34.349998,0.000004,0.000004,0.000007,0.000009,0.000033,0.000019,
34.400002,0.000003,0.000004,0.000005,0.000008,0.000044,0.000019,
34.450001,0.000003,0.000003,0.000008,0.000009,0.000045,0.000021,
34.500000,0.000003,0.000002,0.000008,0.000005,0.000043,0.000028,
34.549999,0.000002,0.000002,0.000007,0.000005,0.000037,0.000023,
34.599998,0.000002,0.000004,0.000005,0.000015,0.000037,0.000021,
34.650002,0.000002,0.000003,0.000005,0.000017,0.000038,0.000021,
34.700001,0.000003,0.000004,0.000005,0.000020,0.000042,0.000021,
34.750000,0.000002,0.000004,0.000004,0.000021,0.000033,0.000022,
34.799999,0.000002,0.000005,0.000004,0.000022,0.000025,0.000018,
34.849998,0.000002,0.000005,0.000004,0.000017,0.000032,0.000020,
34.900002,0.000003,0.000005,0.000007,0.000020,0.000020,0.000021,
34.950001,0.000003,0.000004,0.000004,0.000018,0.000032,0.000021,
35.000000,0.000003,0.000004,0.000004,0.000017,0.000032,0.000015,
35.049999,0.000004,0.000004,0.000005,0.000018,0.000035,0.000014,
35.099998,0.000005,0.000003,0.000006,0.000017,0.000038,0.000019,
35.150002,0.000007,0.000003,0.000009,0.000018,0.000040,0.000019,
35.200001,0.000008,0.000002,0.000011,0.000017,0.000041,0.000020,
35.250000,0.000008,0.000002,0.000012,0.000015,0.000045,0.000015,
35.299999,0.000008,0.000002,0.000013,0.000019,0.000043,0.000014,
35.349998,0.000008,0.000002,0.000015,0.000020,0.000033,0.000015,
35.400002,0.000008,0.000002,0.000012,0.000019,0.000024,0.000017,
35.450001,0.000008,0.000003,0.000012,0.000017,0.000022,0.000019,
35.500000,0.000006,0.000003,0.000012,0.000022,0.000022,0.000019,
35.549999,0.000006,0.000003,0.000012,0.000023,0.000023,0.000015,
35.599998,0.000003,0.000004,0.000014,0.000013,0.000022,0.000013,
35.650002,0.000001,0.000006,0.000012,0.000013,0.000015,0.000017,
35.700001,0.000002,0.000006,0.000009,0.000013,0.000024,0.000018,
35.750000,0.000002,0.000004,0.000008,0.000012,0.000026,0.000019,
35.799999,0.000002,0.000004,0.000008,0.000014,0.000020,0.000021,
35.849998,0.000002,0.000004,0.000005,0.000029,0.000019,0.000022,
35.900002,0.000002,0.000004,0.000005,0.000032,0.000017,0.000021,
35.950001,0.000002,0.000004,0.000007,0.000032,0.000016,0.000019,
36.000000,0.000003,0.000004,0.000007,0.000025,0.000019,0.000018,
36.049999,0.000003,0.000004,0.000007,0.000026,0.000020,0.000045,
36.099998,0.000004,0.000002,0.000004,0.000025,0.000035,0.000044,
36.150002,0.000003,0.000001,0.000004,0.000027,0.000038,0.000046,
36.200001,0.000003,0.000001,0.000010,0.000026,0.000031,0.000041,
36.250000,0.000003,0.000001,0.000011,0.000029,0.000037,0.000027,
36.299999,0.000003,0.000003,0.000011,0.000018,0.000038,0.000029,
36.349998,0.000003,0.000003,0.000011,0.000017,0.000036,0.000029,
36.400002,0.000004,0.000003,0.000011,0.000020,0.000035,0.000035,
36.450001,0.000004,0.000003,0.000008,0.000021,0.000036,0.000034,
36.500000,0.000004,0.000005,0.000006,0.000039,0.000034,0.000033,
36.549999,0.000003,0.000005,0.000006,0.000038,0.000026,0.000007,
36.599998,0.000004,0.000005,0.000007,0.000045,0.000023,0.000008,
36.650002,0.000003,0.000005,0.000007,0.000043,0.000022,0.000006,
36.700001,0.000003,0.000005,0.000004,0.000042,0.000022,0.000006,
36.750000,0.000006,0.000005,0.000006,0.000044,0.000027,0.000008,
36.799999,0.000007,0.000004,0.000007,0.000046,0.000030,0.000009,
36.849998,0.000010,0.000003,0.000006,0.000047,0.000061,0.000027,
36.900002,0.000010,0.000003,0.000006,0.000044,0.000148,0.000028,
36.950001,0.000024,0.000003,0.000006,0.000044,0.000146,0.000028,
37.000000,0.000090,0.000001,0.000007,0.000035,0.000134,0.000714,
37.049999,0.000112,0.000013,0.000007,0.000038,0.000192,0.004925,
37.099998,0.000112,0.000136,0.000006,0.000078,0.000194,0.026239,
37.150002,0.000106,0.000133,0.000006,0.000141,0.000190,0.069116,
37.200001,0.000297,0.000183,0.000069,0.000163,0.000192,0.093447,
37.250000,0.001379,0.000461,0.000062,0.000195,0.000784,0.097239,
37.299999,0.001369,0.000457,0.000065,0.000174,0.000832,0.161030,
37.349998,0.001287,0.000438,0.000069,0.000154,0.001094,0.237420,
37.400002,0.001519,0.000388,0.000070,0.000146,0.001132,0.301508,
37.450001,0.001526,0.000358,0.000066,0.000160,0.001139,0.303242,
37.500000,0.002241,0.000305,0.000100,0.000165,0.001134,0.285124,
37.549999,0.002285,0.000300,0.000102,0.000229,0.001477,0.227972,
37.599998,0.002209,0.000301,0.000102,0.000295,0.002352,0.191630,
37.650002,0.003113,0.000272,0.000113,0.000239,0.002371,0.185196,
37.700001,0.003098,0.000272,0.000089,0.000223,0.002699,0.131142,
37.750000,0.002283,0.000072,0.000091,0.000172,0.001734,0.033602,
37.799999,0.002104,0.000198,0.000090,0.000245,0.001785,0.029950,
37.849998,0.001983,0.000280,0.000089,0.000531,0.001997,0.032969,
37.900002,0.002010,0.000280,0.000087,0.000500,0.001818,0.062448,
37.950001,0.001473,0.000290,0.000135,0.000511,0.001806,0.091805,
38.000000,0.001362,0.000300,0.000108,0.000498,0.001729,0.108530,
38.049999,0.001307,0.000309,0.000108,0.000499,0.001611,0.129169,
38.099998,0.000917,0.000368,0.000107,0.000481,0.000883,0.135376,
38.150002,0.000751,0.000462,0.000098,0.000499,0.000902,0.098477,
38.200001,0.000826,0.000534,0.000076,0.000513,0.000388,0.086616,
38.250000,0.000607,0.000546,0.000076,0.000523,0.000368,0.074067,
38.299999,0.000468,0.000300,0.000088,0.000422,0.000362,0.078925,
38.349998,0.000251,0.000300,0.000094,0.000081,0.000273,0.066409,
38.400002,0.000229,0.000297,0.000095,0.000080,0.000253,0.092553,
38.450001,0.000295,0.000299,0.000047,0.000080,0.000212,0.106011,
38.500000,0.000332,0.000241,0.000055,0.000064,0.000371,0.103678,
38.549999,0.000306,0.000239,0.000051,0.000094,0.001018,0.094493,
